title,author,rating,rating_count,description,isbn,image,book_url,pages,published_year,language,genres,source
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.55,847682.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1571318786i/62291.jpg,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,1177.0,,,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy",web_scraping
"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,213059.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529610467i/40605251.jpg,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,1009.0,,,"Fantasy, Fiction, Historical Fiction, Arthurian, Mythology",web_scraping
The Boy in the Striped Pajamas,John Boyne,4.16,970477.0,,9780385751070.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1366228171i/39999.jpg,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,224.0,,,"Historical Fiction, Fiction, Young Adult, Historical, Classics",web_scraping
Jonathan Livingston Seagull,Richard Bach,3.86,273275.0,,9780743278904.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1432222358i/71728.jpg,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,112.0,,,"Fiction, Classics, Philosophy, Fantasy, Spirituality",web_scraping
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.13,1064394.0,,9780307763051.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658.jpg,https://www.goodreads.com/book/show/40604658-jurassic-park,466.0,,,"Science Fiction, Fiction, Thriller, Horror, Fantasy",web_scraping
Ulysses,James Joyce,3.76,138129.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1756682514i/338798.jpg,https://www.goodreads.com/book/show/338798.Ulysses,783.0,,,"Classics, Fiction, Literature, Ireland, Novels",web_scraping
American Psycho (Vintage Contemporaries),Bret Easton Ellis,3.8,363775.0,,9780679735779.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676.jpg,https://www.goodreads.com/book/show/28676.American_Psycho,399.0,,,"Fiction, Horror, Classics, Thriller, Crime",web_scraping
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,2871546.0,,9781612130293.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1385207843i/10818853.jpg,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,356.0,,,"Romance, Fiction, Erotica, BDSM, Adult",web_scraping
"Beloved (Beloved Trilogy, #1)",Toni Morrison,3.98,492040.0,,9781400033416.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1722944318i/6149.jpg,https://www.goodreads.com/book/show/6149.Beloved,325.0,,,"Fiction, Classics, Historical Fiction, Magical Realism, Historical",web_scraping
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.29,943193.0,,9781423113393.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182.jpg,https://www.goodreads.com/book/show/7736182-the-lost-hero,576.0,,,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade",web_scraping
"The Clan of the Cave Bear (Earth&apos;s Children, #1)",Jean M. Auel,4.1,283185.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1760432374i/40611463.jpg,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,516.0,,,"Historical Fiction, Fiction, Fantasy, Historical, Classics",web_scraping
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.12,1013645.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1507557775i/36381037.jpg,https://www.goodreads.com/book/show/36381037-cinder,400.0,,,"Fantasy, Young Adult, Science Fiction, Romance, Dystopia",web_scraping
A Farewell to Arms,Ernest Hemingway,3.82,354661.0,,9780099910107.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1313714836i/10799.jpg,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,293.0,,,"Classics, Fiction, Historical Fiction, War, Literature",web_scraping
David Copperfield,Charles Dickens,4.04,259214.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1461452762i/58696.jpg,https://www.goodreads.com/book/show/58696.David_Copperfield,882.0,,,"Classics, Fiction, Literature, Historical Fiction, Audiobook",web_scraping
A Little Princess,Frances Hodgson Burnett,4.23,330789.0,,9780142437018.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327868556i/3008.jpg,https://www.goodreads.com/book/show/3008.A_Little_Princess,242.0,,,"Classics, Fiction, Childrens, Young Adult, Historical Fiction",web_scraping
The Canterbury Tales,Geoffrey Chaucer,3.53,238235.0,,9780140424386.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1261208589i/2696.jpg,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,504.0,,,"Classics, Fiction, Poetry, Literature, School",web_scraping
The World According to Garp,John Irving,4.11,239092.0,,9780345915597.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1447234581i/7069.jpg,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,610.0,,,"Fiction, Classics, Literature, Contemporary, Novels",web_scraping
Thirteen Reasons Why,Jay Asher,3.84,1025993.0,,9781595147882.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1555345043i/29844228.jpg,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,352.0,,,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mystery",web_scraping
The Iliad / The Odyssey,Homer,4.07,84068.0,,9780147712554.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388181863i/1375.jpg,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey,1556.0,,,"Classics, Fiction, Poetry, Mythology, Fantasy",web_scraping
The Virgin Suicides,Jeffrey Eugenides,3.78,415143.0,,9780747560593.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956.jpg,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,250.0,,,"Fiction, Classics, Contemporary, Literary Fiction, Young Adult",web_scraping
His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,168520.0,,9780440238607.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442329494i/18116.jpg,https://www.goodreads.com/book/show/18116.His_Dark_Materials,1088.0,,,"Fantasy, Fiction, Young Adult, Childrens, Science Fiction Fantasy",web_scraping
Room,Emma Donoghue,4.08,836387.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1472239721i/31685789.jpg,https://www.goodreads.com/book/show/31685789-room,321.0,,,"Fiction, Book Club, Contemporary, Thriller, Adult",web_scraping
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.12,3732735.0,,9780439023511.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1586722918i/7260188.jpg,https://www.goodreads.com/book/show/7260188-mockingjay,390.0,,,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction",web_scraping
The Silmarillion,J.R.R. Tolkien,4.04,336889.0,,9780618391110.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1610045590i/7332.jpg,https://www.goodreads.com/book/show/7332.The_Silmarillion,386.0,,,"Fantasy, Fiction, Classics, High Fantasy, Epic Fantasy",web_scraping
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.28,449562.0,,9780064410342.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630502935i/6294.jpg,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,329.0,,,"Fantasy, Young Adult, Fiction, Romance, Middle Grade",web_scraping
The Velveteen Rabbit,Margery Williams Bianco,4.31,273409.0,,9780380002559.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347748913i/144974.jpg,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,40.0,,,"Classics, Childrens, Fiction, Picture Books, Fantasy",web_scraping
The Trial,Franz Kafka,3.94,397279.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320399438i/17690.jpg,https://www.goodreads.com/book/show/17690.The_Trial,255.0,,,"Classics, Fiction, Philosophy, Literature, German Literature",web_scraping
"Shōgun (Asian Saga, #1)",James Clavell,4.41,213168.0,,9781982603847.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1704385704i/52382796.jpg,https://www.goodreads.com/book/show/52382796-sh-gun,1152.0,,,"Historical Fiction, Fiction, Japan, Historical, Classics",web_scraping
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.51,686583.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437733293i/37442.jpg,https://www.goodreads.com/book/show/37442.Wicked,406.0,,,"Fantasy, Fiction, Book Club, Retellings, Adult",web_scraping
Schindler’s List,Thomas Keneally,4.34,165870.0,,9780340606513.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1722260788i/375013.jpg,https://www.goodreads.com/book/show/375013.Schindler_s_List,429.0,,,"History, Nonfiction, Classics, Holocaust, War",web_scraping
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,585996.0,,9781416975885.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305.jpg,https://www.goodreads.com/book/show/10025305-clockwork-prince,498.0,,,"Fantasy, Young Adult, Romance, Paranormal, Steampunk",web_scraping
Man&apos;s Search for Meaning,Viktor E. Frankl,4.37,882576.0,,9780807014295.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069.jpg,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,165.0,,,"Nonfiction, Psychology, Philosophy, History, Self Help",web_scraping
Extremely Loud &amp; Incredibly Close,Jonathan Safran Foer,3.97,435548.0,,9780618711659.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327879967i/4588.jpg,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,326.0,,,"Fiction, Contemporary, Book Club, Historical Fiction, Novels",web_scraping
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.26,589238.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807.jpg,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,421.0,,,"Horror, Fiction, Thriller, Mystery, Crime",web_scraping
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.09,513941.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1355932638i/37470.jpg,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,661.0,,,"Historical Fiction, Fiction, Historical, Romance, Book Club",web_scraping
The Green Mile,Stephen  King,4.49,364382.0,,9780451933027.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1373903563i/11566.jpg,https://www.goodreads.com/book/show/11566.The_Green_Mile,592.0,,,"Horror, Fiction, Fantasy, Thriller, Mystery",web_scraping
The Sun Also Rises,Ernest Hemingway,3.79,495145.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1509802323i/3876.jpg,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,189.0,,,"Classics, Fiction, Literature, Historical Fiction, Novels",web_scraping
"Fallen (Fallen, #1)",Lauren Kate,3.72,618768.0,,9780385738934.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308.jpg,https://www.goodreads.com/book/show/6487308-fallen,464.0,,,"Fantasy, Young Adult, Romance, Paranormal, Angels",web_scraping
"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.36,299849.0,,9781595143068.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1319850978i/6527740.jpg,https://www.goodreads.com/book/show/6527740-last-sacrifice,594.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance",web_scraping
The Lord of the Rings,J.R.R. Tolkien,4.54,732192.0,,9780618640157.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33.jpg,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,1216.0,,,"Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy",web_scraping
A Confederacy of Dunces,John Kennedy Toole,3.89,298964.0,,9780802130204.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1562554946i/310612.jpg,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,394.0,,,"Fiction, Classics, Humor, Book Club, Literature",web_scraping
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.57,772206.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1456172607i/22299763.jpg,https://www.goodreads.com/book/show/22299763-crooked-kingdom,561.0,,,"Fantasy, Young Adult, Fiction, Romance, Young Adult Fantasy",web_scraping
The Screwtape Letters,C.S. Lewis,4.27,524623.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1760782828i/8130077.jpg,https://www.goodreads.com/book/show/8130077-the-screwtape-letters,222.0,,,"Fiction, Christian, Classics, Religion, Christianity",web_scraping
Misery,Stephen  King,4.23,852916.0,,9780450417399.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1746142586i/10614.jpg,https://www.goodreads.com/book/show/10614.Misery,370.0,,,"Horror, Fiction, Thriller, Mystery, Suspense",web_scraping
The Crucible,Arthur Miller,3.61,465231.0,,9780142437339.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1547467608i/17250.jpg,https://www.goodreads.com/book/show/17250.The_Crucible,143.0,,,"Classics, Plays, Fiction, Historical Fiction, School",web_scraping
The Wind in the Willows,Kenneth Grahame,4.02,241240.0,,9780143039099.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1731896433i/5659.jpg,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,197.0,,,"Classics, Fiction, Childrens, Fantasy, Animals",web_scraping
Cat’s Cradle,Kurt Vonnegut Jr.,4.15,437964.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479.jpg,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,306.0,,,"Fiction, Classics, Science Fiction, Humor, Literature",web_scraping
The Secret Magdalene,Ki Longfellow,4.14,4746.0,,9780307346667.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1175446011i/514811.jpg,https://www.goodreads.com/book/show/514811.The_Secret_Magdalene,448.0,,,"Historical Fiction, Fiction, Religion, Historical, Spirituality",web_scraping
A Light in the Attic,Shel Silverstein,4.37,477345.0,,9780060513061.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1427169918i/30118.jpg,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic,176.0,,,"Poetry, Childrens, Classics, Fiction, Humor",web_scraping
The Phantom of the Opera,Gaston Leroux,3.96,278407.0,,9780060809249.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867727i/480204.jpg,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,360.0,,,"Classics, Fiction, Horror, Gothic, Romance",web_scraping
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.42,1022857.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1567840212i/10572.jpg,https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,1009.0,,,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook",web_scraping
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.32,307784.0,,9781595142504.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1291168967i/6479259.jpg,https://www.goodreads.com/book/show/6479259-spirit-bound,489.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance",web_scraping
Blindness,José Saramago,4.18,339991.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1528481068i/40495148.jpg,https://www.goodreads.com/book/show/40495148-blindness,349.0,,,"Fiction, Dystopia, Classics, Science Fiction, Novels",web_scraping
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.66,673577.0,,9780765326355.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905828i/7235533.jpg,https://www.goodreads.com/book/show/7235533-the-way-of-kings,1007.0,,,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook",web_scraping
The God of Small Things,Arundhati Roy,3.96,326501.0,,9780679457312.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1767305433i/9777.jpg,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,321.0,,,"Fiction, India, Historical Fiction, Classics, Literary Fiction",web_scraping
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.07,641163.0,,9781442403543.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1369452302i/6752378.jpg,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels,425.0,,,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy",web_scraping
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.48,357725.0,,9780553256697.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320418824i/561909.jpg,https://www.goodreads.com/book/show/561909.The_Hiding_Place,242.0,,,"Nonfiction, Biography, History, Christian, Memoir",web_scraping
The House of the Spirits,Isabel Allende,4.3,321287.0,,9780553383805.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1621672028i/9328.jpg,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,448.0,,,"Fiction, Magical Realism, Historical Fiction, Classics, Fantasy",web_scraping
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,4.02,424219.0,,9780590920681.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1410727190i/24337.jpg,https://www.goodreads.com/book/show/24337.Ella_Enchanted,240.0,,,"Fantasy, Young Adult, Fiction, Middle Grade, Romance",web_scraping
The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,4.4,1247.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1643771474i/60288648.jpg,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds,335.0,,,"Fantasy, Young Adult, Urban Fantasy, Fiction, Young Adult Fantasy",web_scraping
Girl with a Pearl Earring,Tracy Chevalier,3.93,782122.0,,9780452287020.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327197580i/2865.jpg,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,233.0,,,"Historical Fiction, Fiction, Classics, Historical, Art",web_scraping
Paper Towns,John Green,3.7,1494202.0,,9780142414934.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1349013610i/6442769.jpg,https://www.goodreads.com/book/show/6442769-paper-towns,305.0,,,"Young Adult, Fiction, Contemporary, Romance, Mystery",web_scraping
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,812471.0,,9781984801814.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529026760i/39832183.jpg,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,291.0,,,"Historical Fiction, Fiction, Book Club, Romance, Historical",web_scraping
The Wind-Up Bird Chronicle,Haruki Murakami,4.14,315700.0,,9780965341981.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327872639i/11275.jpg,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,607.0,,,"Fiction, Magical Realism, Japan, Fantasy, Japanese Literature",web_scraping
"Uglies (Uglies, #1)",Scott Westerfeld,3.84,708778.0,,9780689865381.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770.jpg,https://www.goodreads.com/book/show/24770.Uglies,425.0,,,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy",web_scraping
Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,477079.0,,9780739461198.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1308858322i/12691.jpg,https://www.goodreads.com/book/show/12691.Marley_and_Me,291.0,,,"Nonfiction, Memoir, Animals, Biography, Dogs",web_scraping
Norwegian Wood,Haruki Murakami,3.99,732592.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1713542603i/11297.jpg,https://www.goodreads.com/book/show/11297.Norwegian_Wood,296.0,,,"Fiction, Romance, Japan, Japanese Literature, Contemporary",web_scraping
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.01,1741723.0,,9780316310277.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825.jpg,https://www.goodreads.com/book/show/26032825-the-cruel-prince,370.0,,,"Fantasy, Young Adult, Romance, Enemies To Lovers, Fae",web_scraping
Speak,Laurie Halse Anderson,4.05,632539.0,,9780374311254.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529044298i/39280444.jpg,https://www.goodreads.com/book/show/39280444-speak,224.0,,,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mental Health",web_scraping
She’s Come Undone,Wally Lamb,3.92,363778.0,,9780671021009.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1543505339i/5203.jpg,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,465.0,,,"Fiction, Contemporary, Book Club, Coming Of Age, Chick Lit",web_scraping
The Things They Carried,Tim O&apos;Brien,4.15,345849.0,,9780767902892.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1424663847i/133518.jpg,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,246.0,,,"Fiction, Historical Fiction, Classics, War, Short Stories",web_scraping
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,496866.0,,9780545123266.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1409283154i/6068551.jpg,https://www.goodreads.com/book/show/6068551-shiver,392.0,,,"Young Adult, Fantasy, Romance, Paranormal, Werewolves",web_scraping
The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.84,694597.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1532013572i/40874325.jpg,https://www.goodreads.com/book/show/40874325-the-shack,294.0,,,"Fiction, Christian, Christian Fiction, Book Club, Religion",web_scraping
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,1230464.0,,9780062085481.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045.jpg,https://www.goodreads.com/book/show/10429045-shatter-me,338.0,,,"Fantasy, Dystopia, Young Adult, Romance, Fiction",web_scraping
The Complete Calvin and Hobbes,Bill Watterson,4.81,42233.0,,9780740748479.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1607384975i/24812.jpg,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,1456.0,,,"Comics, Humor, Graphic Novels, Fiction, Classics",web_scraping
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,4.06,379286.0,,9780679785897.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1703312483i/7745.jpg,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,204.0,,,"Fiction, Classics, Humor, Journalism, Drugs",web_scraping
The Sound and the Fury,William Faulkner,3.86,196421.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1757102364i/10975.jpg,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,366.0,,,"Classics, Fiction, Literature, Novels, American",web_scraping
Kafka on the Shore,Haruki Murakami,4.12,550554.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1429638085i/4929.jpg,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,467.0,,,"Fiction, Magical Realism, Fantasy, Japan, Japanese Literature",web_scraping
"Marked (House of Night, #1)",P.C. Cast,3.82,523755.0,,9780312360269.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1317067002i/30183.jpg,https://www.goodreads.com/book/show/30183.Marked,306.0,,,"Young Adult, Fantasy, Vampires, Paranormal, Romance",web_scraping
For Whom the Bell Tolls,Ernest Hemingway,3.99,318916.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1492591524i/46170.jpg,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,471.0,,,"Classics, Fiction, Historical Fiction, Literature, War",web_scraping
The Complete Sherlock Holmes,Arthur Conan Doyle,4.51,217198.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348815538i/188572.jpg,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,1796.0,,,"Classics, Mystery, Fiction, Crime, Short Stories",web_scraping
Othello,William Shakespeare,3.89,437637.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1459795105i/12996.jpg,https://www.goodreads.com/book/show/12996.Othello,319.0,,,"Classics, Plays, Shakespeare, Fiction, Drama",web_scraping
The Idiot,Fyodor Dostoevsky,4.21,218493.0,,9780679642428.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1657539107i/12505.jpg,https://www.goodreads.com/book/show/12505.The_Idiot,667.0,,,"Classics, Fiction, Russia, Russian Literature, Literature",web_scraping
East of Eden,John Steinbeck,4.44,642988.0,,9780142000656.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406.jpg,https://www.goodreads.com/book/show/4406.East_of_Eden,601.0,,,"Classics, Fiction, Historical Fiction, Literature, Book Club",web_scraping
Island of the Blue Dolphins,Scott O&apos;Dell,3.88,350313.0,,9780547488899.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1533405446i/41044096.jpg,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,194.0,,,"Fiction, Young Adult, Historical Fiction, Classics, Childrens",web_scraping
The Wasp Factory,Iain Banks,3.75,109514.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1434940562i/567678.jpg,https://www.goodreads.com/book/show/567678.The_Wasp_Factory,184.0,,,"Fiction, Horror, Thriller, Contemporary, Mystery",web_scraping
"Wonder (Wonder, #1)",R.J. Palacio,4.36,1197643.0,,9780375869020.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1545695751i/11387515.jpg,https://www.goodreads.com/book/show/11387515-wonder,315.0,,,"Fiction, Young Adult, Middle Grade, Contemporary, Realistic Fiction",web_scraping
Stranger in a Strange Land,Robert A. Heinlein,3.92,326722.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1156897088i/350.jpg,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,525.0,,,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Fantasy",web_scraping
"Inkheart (Inkworld, #1)",Cornelia Funke,3.93,443263.0,,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1538266636i/28194.jpg,https://www.goodreads.com/book/show/28194.Inkheart,563.0,,,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens",web_scraping
Into the Wild,Jon Krakauer,4.02,1195182.0,,9780385486804.0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1634587789i/1845.jpg,https://www.goodreads.com/book/show/1845.Into_the_Wild,207.0,,,"Nonfiction, Biography, Adventure, Travel, Classics",web_scraping
